번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,시장구분
157,320,노루홀딩스,116409,기타 금융업,"13,291,151","8,500,200,500",500,원(KRW),02-2191-7700,경기도 안양시 만안구  박달로 351 ,KOSPI
158,6280,녹십자,32102,의약품 제조업,"11,686,538","58,432,690,000","5,000",원(KRW),031-260-9304,경기도 용인시 기흥구  이현로30번길 107(보정동) ,KOSPI
159,5250,녹십자홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업,"47,028,210","25,744,900,000",500,원(KRW),031-260-9300,경기 용인시 구성읍 동백리 (주)녹십자 303,KOSPI
160,4370,농심,31007,기타 식품 제조업,"6,082,642","30,413,210,000","5,000",원(KRW),02-820-7114,서울특별시 동작구  여의대방로 112 ,KOSPI
161,72710,농심홀딩스,116409,기타 금융업,"4,637,790","23,188,950,000","5,000",원(KRW),02-820-7820,서울특별시 동작구  여의대방로 112 (신대방동),KOSPI
162,58730,다스코,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","15,400,000","8,000,000,000",500,원(KRW),061-370-2114,전라남도 화순군  동면 동농공길 26-2 ,KOSPI
163,23590,다우기술,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","44,866,617","22,433,308,500",500,원(KRW),070-8707-1000,경기도 용인시 수지구  디지털벨리로 81 디지털스퀘어 6층,KOSPI
164,19680,대교,168501,초등 교육기관,"84,702,850","52,064,920,000",500,원(KRW),02-829-1114,서울특별시 관악구 보라매로 3길 23 (보라매동 729-21) 대교타워,KOSPI
165,6370,대구백화점,74701,종합 소매업,"10,821,611","54,108,055,000","5,000",원(KRW),053-423-1234,대구광역시 중구 동성로 30 9층 재무팀,KOSPI
166,8060,대덕전자,32602,전자부품 제조업,"78,006,972","40,657,424,000",500,원(KRW),031-599-8829,경기도 안산시 단원구 강촌로 230 (목내동),KOSPI
167,490,대동공업,32902,특수 목적용 기계 제조업,"23,728,210","23,728,210,000","1,000",원(KRW),053-610-3000,대구광역시 달성군 논공읍 논공중앙로34길 35 35,KOSPI
168,8110,대동전자,32604,통신 및 방송 장비 제조업,"10,490,447","5,245,223,500",500,원(KRW),02-855-5121,서울특별시 금천구  가산디지털1로 33 ,KOSPI
169,5750,대림비앤코,32302,"내화, 비내화 요업제품 제조업","16,672,240","16,672,240,000","1,000",원(KRW),055-280-8400,경상남도 창원시 성산구  공단로 52 ,KOSPI
170,210,대림산업,64102,토목 건설업,"34,800,000","218,500,000,000","5,000",원(KRW),02-2011-7114,서울특별시 종로구  종로1길 36 대림빌딩,KOSPI
171,4440,대림씨엔에스,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","12,731,947","12,731,947,000","1,000",원(KRW),02-311-3300,서울특별시 중구 을지로5길 16 삼화타워 5층 ,KOSPI
172,6570,대림통상,32509,기타 금속 가공제품 제조업,"15,225,000","16,425,000,000","1,000",원(KRW),02-730-9811,서울특별시 서대문구  연희로 142 ,KOSPI
173,1680,대상,31007,기타 식품 제조업,"34,648,025","36,018,248,000","1,000",원(KRW),02-2220-9500,서울특별시 동대문구  천호대로 26 ,KOSPI
174,84690,대상홀딩스,116409,기타 금융업,"36,212,538","37,126,020,000","1,000",원(KRW),02-2211-6500,서울특별시 중구 세종대로9길 41 올리브타워 2층 ,KOSPI
175,128820,대성산업,74707,연료 소매업,"45,235,478","226,177,390,000","5,000",원(KRW),02-2170-2125,"서울특별시 구로구 경인로 662(신도림동, 디큐브시티) ",KOSPI
176,117580,대성에너지,43502,연료용 가스 제조 및 배관공급업,"27,500,000","27,500,000,000","1,000",원(KRW),053-606-1000,대구광역시 중구 명덕로 85 (남산동),KOSPI
177,16710,대성홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업,"16,089,459","16,089,459,000","1,000",원(KRW),053-606-1000,대구광역시 중구 명덕로 85 대성홀딩스,KOSPI
178,3540,대신증권,116601,금융 지원 서비스업,"50,773,400","434,867,000,000","5,000",원(KRW),02-769-2000,서울특별시 중구 삼일대로 343 저동1가 대신파이낸스센터,KOSPI
179,9190,대양금속,32401,1차 철강 제조업,"12,317,933","6,158,966,500",500,원(KRW),041-333-4675,충청남도 예산군  신암면 추사로 146-8 ,KOSPI
180,14160,대영포장,31702,"골판지, 종이 상자 및 종이용기 제조업","108,394,549","54,197,274,500",500,원(KRW),031-490-9300,"경기도 안산시 단원구 산단로 265 (원시동, 대영포장(주))",KOSPI
181,47040,대우건설,64101,건물 건설업,"415,622,638","2,078,113,190,000","5,000",원(KRW),02-2288-3114,서울특별시 종로구 새문안로 75 (주)대우건설,KOSPI
182,9320,대우부품,33003,자동차 신품 부품 제조업,"47,646,375","23,823,187,500",500,원(KRW),063-530-8171,전라북도 정읍시  공단2길 3 ,KOSPI
183,42660,대우조선해양,33101,선박 및 보트 건조업,"107,205,752","541,028,760,000","5,000",원(KRW),055-735-2114,경상남도 거제시 거제대로 3370 (아주동),KOSPI
184,3090,대웅,116409,기타 금융업,"58,141,980","29,070,990,000",500,원(KRW),02-550-8800,경기 성남시 중원구 상대원동 223-23,KOSPI
185,69620,대웅제약,32102,의약품 제조업,"11,586,575","28,966,437,500","2,500",원(KRW),02-550-8800,경기도 화성시 향남읍 제약공단4길 35-14 -,KOSPI
186,430,대원강업,33003,자동차 신품 부품 제조업,"62,000,000","31,000,000,000",500,원(KRW),02-3455-7300,충청남도 천안시 서북구 성거읍 오목모전길 117-8 대원강업주식회사,KOSPI
187,6340,대원전선,32803,절연선 및 케이블 제조업,"68,107,171","35,364,185,500",500,원(KRW),041-339-3400,충청남도 예산군  고덕면 호음덕령길 92 ,KOSPI
188,3220,대원제약,32102,의약품 제조업,"19,098,606","9,549,303,000",500,원(KRW),02-2204-7000,서울특별시 성동구 천호대로 386 대원제약,KOSPI
189,24890,대원화성,32202,플라스틱제품 제조업,"41,249,152","20,624,576,000",500,원(KRW),031-372-3992,서울특별시 강남구 봉은사로 327 궁도빌딩 13층,KOSPI
190,2880,대유에이텍,33003,자동차 신품 부품 제조업,"103,311,545","51,655,772,500",500,원(KRW),062-940-8672,광주광역시 광산구  소촌로123번길 40-12 ,KOSPI
191,300,대유플러스,32604,통신 및 방송 장비 제조업,"100,682,460","50,341,230,000",500,원(KRW),031-737-7000,광주광역시 광산구 소촌로123번길 40-16 2층(소촌동),KOSPI
192,12800,대창,32402,1차 비철금속 제조업,"91,140,499","45,570,249,500",500,원(KRW),031-496-3000,경기도 시흥시 공단1대로 391 ,KOSPI
193,15230,대창단조,33003,자동차 신품 부품 제조업,"2,000,000","10,000,000,000","5,000",원(KRW),055-329-3911,경남 김해시 생림면 봉림리 1072-1,KOSPI
194,1070,대한방직,31302,직물직조 및 직물제품 제조업,"5,300,000","5,300,000,000","1,000",원(KRW),02-368-0114,"서울특별시 영등포구  국제금융로2길 17 (여의도동,대한빌딩)",KOSPI
195,6650,대한유화,32001,기초 화학물질 제조업,"6,500,000","41,000,000,000","5,000",원(KRW),02-2122-1515,서울특별시 종로구  자하문로 77 유남빌딩,KOSPI
196,1440,대한전선,32803,절연선 및 케이블 제조업,"856,473,009","428,236,504,500",500,원(KRW),02-316-9114,경기도 안양시 동안구 관양동 1746-2 대한스마트타워 ,KOSPI
197,84010,대한제강,32401,1차 철강 제조업,"24,646,734","24,646,734,000","1,000",원(KRW),02-1670-3300,부산광역시 사하구 하신번영로 69 ,KOSPI
198,1790,대한제당,31006,"곡물가공품, 전분 및 전분제품 제조업","8,840,002","24,044,835,000","2,500",원(KRW),032-770-1400,인천광역시 중구  월미로 116(북성동1가) ,KOSPI
199,1130,대한제분,31006,"곡물가공품, 전분 및 전분제품 제조업","1,690,000","8,450,000,000","5,000",원(KRW),02-3455-0200,서울특별시 중구 세종대로 39 ,KOSPI
200,3490,대한항공,85101,항공 여객 운송업,"94,844,634","479,777,140,000","5,000",원(KRW),02-2656-7114,서울특별시 강서구 하늘길 260 ,KOSPI
201,5880,대한해운,85001,해상 운송업,"24,426,504","122,132,520,000","5,000",원(KRW),02-3701-0114,서울특별시 강서구 마곡중앙8로 78 에스엠알엔디센터 ,KOSPI
202,3830,대한화섬,32005,화학섬유 제조업,"1,328,000","6,640,000,000","5,000",원(KRW),02-3406-0300,서울특별시 중구  동호로 310 ,KOSPI
203,16090,대현,31401,봉제의복 제조업,"44,282,310","26,906,155,000",500,원(KRW),02-3485-7000,"서울특별시 강남구 언주로 619 (논현동, 대현그린타워) ",KOSPI
204,69460,대호에이엘,32402,1차 비철금속 제조업,"27,134,839","13,567,419,500",500,원(KRW),053-610-5400,대구광역시 달성군  논공읍 논공중앙로 211 ,KOSPI
205,12510,더존비즈온,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","29,672,700","14,836,350,000",500,원(KRW),02-6233-3000,강원도 춘천시 남산면 버들1길 130 ,KOSPI
206,4830,덕성,32202,플라스틱제품 제조업,"15,680,000","8,536,000,000",500,원(KRW),031-204-0781,경기도 수원시 영통구  신원로 25 ,KOSPI
207,24900,덕양산업,33003,자동차 신품 부품 제조업,"32,564,980","16,282,490,000",500,원(KRW),052-219-1114,울산광역시 북구  효암로 366 ,KOSPI
208,145720,덴티움,32701,의료용 기기 제조업,"11,068,830","6,184,415,000",500,원(KRW),070-7098-9158,"서울특별시 강남구 테헤란로87길 21 3층(삼성동, 동성빌딩)",KOSPI
209,2150,도화엔지니어링,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","33,720,000","16,860,000,000",500,원(KRW),02-6323-3032,서울특별시 강남구  삼성로 438 도화타워 ,KOSPI
210,1620,동국실업,33003,자동차 신품 부품 제조업,"53,312,072","26,656,036,000",500,원(KRW),02-754-2961,서울특별시 용산구  한강대로 350 ,KOSPI
211,1230,동국제강,32401,1차 철강 제조업,"95,432,737","589,228,035,000","5,000",원(KRW),02-317-1114,서울특별시 중구  을지로5길 19 페럼타워,KOSPI
212,23450,동남합성,32001,기초 화학물질 제조업,"1,320,922","7,919,280,000","5,000",원(KRW),041-840-3100,충청남도 공주시 탄천면 탄천산업단지길 80-61 -,KOSPI
213,4140,동방,84903,도로 화물 운송업,"33,465,588","33,465,588,000","1,000",원(KRW),02-2190-8100,서울특별시 중구 남대문로 63 한진빌딩 23층,KOSPI
214,7590,동방아그로,32003,"비료, 농약 및 살균, 살충제 제조업","13,617,577","6,808,788,500",500,원(KRW),02-580-3600,"서울특별시 관악구  남부순환로 2028 남현동, 동방빌딩",KOSPI
215,5960,동부건설,64102,토목 건설업,"20,867,152","105,464,420,000","5,000",원(KRW),02-3484-2114,서울특별시 용산구 한강대로 372 제D동,KOSPI
216,16380,동부제철,32401,1차 철강 제조업,"27,233,424","136,967,900,000","5,000",원(KRW),02-3450-8114,서울특별시 중구 한강대로 416 서울스퀘어 7층,KOSPI
217,83370,동북아12호선박투자,147601,운송장비 임대업,"1,585,660","7,928,300,000","5,000",원(KRW),02-590-1400,부산광역시 사상구 사상로 461 (모라동),KOSPI
218,83380,동북아13호선박투자,147601,운송장비 임대업,"1,585,660","7,928,300,000","5,000",원(KRW),02-590-1400,부산광역시 사상구 사상로 461 (모라동),KOSPI
219,26960,동서,74603,음·식료품 및 담배 도매업,"99,700,000","49,850,000,000",500,원(KRW),02-701-5050,서울특별시 마포구 독막로 324 동서빌딩 ,KOSPI
220,2210,동성제약,32102,의약품 제조업,"24,756,574","24,756,574,000","1,000",원(KRW),02-6911-3600,서울특별시 도봉구  도봉로 683  (방학동) 동성빌딩,KOSPI
221,102260,동성코퍼레이션,137105,회사 본부 및 경영 컨설팅 서비스업,"45,444,970","45,444,970,000","1,000",원(KRW),02-2136-4300,부산광역시 사하구  신산로 99 ,KOSPI
222,5190,동성화학,32001,기초 화학물질 제조업,"5,335,564","5,531,244,000","1,000",원(KRW),051-200-4500,부산광역시 사하구  신산로 99 ,KOSPI
223,640,동아쏘시오홀딩스,116409,기타 금융업,"6,138,294","30,691,470,000","5,000",원(KRW),02-920-8114,서울특별시 동대문구  천호대로 64 ,KOSPI
224,170900,동아에스티,32102,의약품 제조업,"8,443,868","42,219,340,000","5,000",원(KRW),02-920-8114,서울 동대문구 용두동 138 ~255 천호대로 64,KOSPI
225,28100,동아지질,64201,기반조성 및 시설물 축조관련 전문공사업,"11,500,000","5,750,000,000",500,원(KRW),051-580-5550,부산광역시 금정구  금샘로 347 동아지질,KOSPI
226,282690,동아타이어,32201,고무제품 제조업,"13,733,015","6,866,507,500",500,원(KRW),055-389-0011,경상남도 양산시 유산공단11길 11 ,KOSPI
227,1520,동양,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","238,684,063","119,850,042,500",500,원(KRW),02-6150-7000,서울특별시 영등포구 국제금융로2길 24 - ,KOSPI
228,84670,동양고속,84902,육상 여객 운송업,"2,895,569","16,959,295,000","5,000",원(KRW),02-535-3111,경기도 안양시 동안구 흥안대로 67 ,KOSPI
229,30790,동양네트웍스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","95,341,270","47,670,635,000",500,원(KRW),02-6923-0000,"서울특별시 송파구 백제고분로 69 (잠실동, 애플타워)",KOSPI
230,2900,동양물산기업,32902,특수 목적용 기계 제조업,"65,388,900","32,694,450,000",500,원(KRW),02-3014-2742,서울특별시 강남구 언주로133길 7 ,KOSPI
231,82640,동양생명,116501,보험업,"161,358,585","806,792,925,000","5,000",원(KRW),02-1577-1004,서울특별시 종로구 종로 33 (청진동),KOSPI
232,8970,동양철관,32401,1차 철강 제조업,"118,885,290","59,442,645,000",500,원(KRW),02-6903-0200,충청남도 천안시 동남구  풍세면 풍세로 515 동양철관(주),KOSPI
233,92780,동양피스톤,33001,자동차용 엔진 및 자동차 제조업,"13,168,460","6,584,230,000",500,원(KRW),031-489-9000,경기도 안산시 단원구 해봉로255번길 16 ,KOSPI
234,49770,동원F&B,31007,기타 식품 제조업,"3,859,124","19,295,620,000","5,000",원(KRW),02-589-3000-1,서울특별시 서초구  마방로 68 (양재동) 동원산업빌딩,KOSPI
235,18500,동원금속,33003,자동차 신품 부품 제조업,"46,754,933","23,377,466,500",500,원(KRW),053-859-2311,경상북도 경산시  진량읍 북리1길  69,KOSPI
236,6040,동원산업,10301,어로 어업,"3,363,200","16,816,000,000","5,000",원(KRW),02-589-3333,서울특별시 서초구 마방로 68 (양재동),KOSPI
237,30720,동원수산,10301,어로 어업,"4,653,805","23,269,025,000","5,000",원(KRW),02-528-8000,서울특별시 강남구  테헤란로8길 8 동주빌딩 6층,KOSPI
238,14820,동원시스템즈,32202,플라스틱제품 제조업,"25,618,511","129,419,345,000","5,000",원(KRW),02-589-4700,경기도 성남시 중원구 둔촌대로541번길 46(상대원동) ,KOSPI
239,163560,동일고무벨트,32201,고무제품 제조업,"13,000,000","6,500,000,000",500,원(KRW),051-520-9114,부산광역시 금정구 공단동로55번길 28 ,KOSPI
240,1530,동일방직,31301,방적 및 가공사 제조업,"2,378,309","11,891,545,000","5,000",원(KRW),02-2222-3071,서울특별시 강남구  테헤란로 516 정헌빌딩 8층,KOSPI
241,4890,동일산업,32401,1차 철강 제조업,"2,425,215","12,126,075,000","5,000",원(KRW),054-288-7500,경상북도 포항시 남구  괴동로 112 (장흥동) 동일산업(주),KOSPI
242,2690,동일제강,32401,1차 철강 제조업,"15,000,000","7,500,000,000",500,원(KRW),031-677-1234,경기도 안성시 미양면 안성맞춤대로 474-40 ,KOSPI
243,20,동화약품,32102,의약품 제조업,"27,931,470","27,931,470,000","1,000",원(KRW),02-2021-9300,서울특별시 중구 후암로 98 19층(남대문로5가),KOSPI
244,150,두산,137105,회사 본부 및 경영 컨설팅 서비스업,"18,238,102","134,845,735,000","5,000",원(KRW),02-3398-0114,서울특별시 중구  장충단로 275 두산타원,KOSPI
245,11160,두산건설,64101,건물 건설업,"73,326,089","46,663,044,500",500,원(KRW),02-510-3114,서울특별시 강남구  언주로 726(논현동) ,KOSPI
246,241560,두산밥캣,116409,기타 금융업,"100,249,166","50,124,583,000",500,원(KRW),02-3398-0993,서울특별시 중구 장충단로 275 ,KOSPI
247,42670,두산인프라코어,32902,특수 목적용 기계 제조업,"208,161,172","1,040,805,860,000","5,000",원(KRW),032-211-1114,인천광역시 동구  인중로 489(화수동) ,KOSPI
248,34020,두산중공업,32901,일반 목적용 기계 제조업,"117,146,803","585,734,015,000","5,000",원(KRW),055-278-6114,경상남도 창원시 성산구  두산볼보로 22 두산중공업 주식회사,KOSPI
249,16740,두올,33003,자동차 신품 부품 제조업,"27,066,680","67,666,700,000","2,500",원(KRW),02-6922-7132,서울특별시 강남구 영동대로96길 20 대화빌딩 2층 ,KOSPI
250,24090,디씨엠,32401,1차 철강 제조업,"11,700,000","6,000,000,000",500,원(KRW),055-366-9991,경상남도 양산시  웅상농공단지길 55 ,KOSPI
251,3160,디아이,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","31,496,785","17,248,392,500",500,원(KRW),02-546-5501,서울특별시 강남구  논현로 703 ,KOSPI
252,92200,디아이씨,33003,자동차 신품 부품 제조업,"22,804,734","11,402,367,000",500,원(KRW),052-255-0500,울산광역시 울주군  두동면 봉계농공길 8 ,KOSPI
